SN Mbest logSFR NPD ab RA DEC Sloan
SDSS20557          11.562 -10.660  0.390649  0.879176 014.761677 -00.309442 Sloan
SDSS20560           9.125  -9.331  0.583626  0.430960 017.835482 -00.205379 Sloan
SDSS20562           9.662  -9.347  0.256124  0.655908 023.033432 -00.420317 Sloan
SDSS20580          11.205  -9.963  0.951342  0.830387 336.981323 +00.027295 Sloan
SDSS20613          10.022  -9.382  0.570904  0.866041 320.986908 -00.562831 Sloan
SDSS20663          10.711  -9.963  1.156298  0.591360 016.452276 +00.820690 Sloan
SDSS20709          10.839  -9.619  0.815069  0.715973 003.912711 -00.166735 Sloan
SDSS20719          10.265  -9.331  0.996379  0.901248 033.874187 -00.084212 Sloan
SDSS20721          10.410  -9.698  1.337208  0.901340 323.184875 -00.622111 Sloan
SDSS20722          11.043  -9.998  0.953358  0.832687 325.256226 +00.701375 Sloan
SDSS20723          11.642 -10.619  0.745184  0.838577 041.218765 -00.107353 Sloan
SDSS20725          11.163          0.408931  0.912219 041.978439 +00.001823 Sloan
SDSS20726          11.357          0.103757  0.871344 042.279922 -00.159462 Sloan
SDSS20744          11.049 -10.779  0.214158  0.912401 346.549316 +00.358959 Sloan
SDSS20750          11.143          0.644605  0.768495 023.140661 +00.412830 Sloan
SDSS20757          10.631          0.480060  0.909696 043.621674 +00.221500 Sloan
SDSS2078           10.034  -9.398  1.002175  0.808666 336.713898 -01.079744 Sloan
SDSS20787          11.145 -10.779  0.308890  0.701518 050.510845 -00.442435 Sloan
SDSS20788          11.094  -9.468  0.205873  0.951331 051.673401 -00.477711 Sloan
SDSS2079           10.947          0.121963  0.719741 336.806610 -01.067718 Sloan
SDSS20791          11.242  -9.657  1.663251  0.707600 317.947876 -00.385901 Sloan
SDSS20805          10.528          0.456371  0.965885 319.079315 -00.683945 Sloan
SDSS20844          10.593  -9.832  0.274985  0.822985 013.008799 -01.121401 Sloan
SDSS20870           9.963  -9.721  0.785567  0.885292 014.497720 -00.685977 Sloan
SDSS20882          10.677 -10.700  0.376290  0.920999 016.992296 +00.463653 Sloan
SDSS20896          11.435          0.970593  0.844847 000.726334 +00.939438 Sloan
SDSS20928          10.279  -9.638  0.091919  0.814655 021.901026 +00.974154 Sloan
SDSS20969           9.954  -9.657  0.742268  0.802434 025.090672 -00.353506 Sloan
SDSS20971          10.505  -9.657  0.489034  0.855843 029.042057 -00.215875 Sloan
SDSS20998          10.483 -10.740  0.214140  0.966012 018.023281 +00.159880 Sloan
SDSS21015          10.776  -9.755  0.176050  0.856323 038.370316 -00.981490 Sloan
SDSS21060           9.912  -9.298  0.973139  0.719685 323.168854 +00.313715 Sloan
SDSS21069          10.727  -9.298  4.135231  0.992475 349.061310 -00.839513 Sloan
SDSS21150          10.960  -9.331  0.058942  0.842220 359.241333 +01.218358 Sloan
SDSS21152          11.251 -10.660  0.051424  0.858358 005.371270 +00.675146 Sloan
SDSS21306          10.676          0.167933  0.912201 352.923340 +00.091506 Sloan
SDSS21347          10.106  -9.598  0.488736  0.916078 024.652664 -01.059678 Sloan
SDSS21388          10.655  -9.596  0.768989  0.920421 003.139050 +00.051386 Sloan
SDSS21391          11.119          1.331300  0.885042 010.827971 +00.078322 Sloan
SDSS21413           9.852  -9.314  0.555959  0.796967 354.715881 +00.840077 Sloan
SDSS21420          10.699  -9.638  0.179530  0.906304 009.628119 +01.053054 Sloan
SDSS21487          10.654  -9.652  0.350492  0.855344 340.281189 -00.211519 Sloan
SDSS2149           10.680 -10.033  2.214284  0.856114 017.447865 -00.588454 Sloan
SDSS21543          10.776  -9.657  0.107325  0.839727 019.411438 +01.196107 Sloan
SDSS21557          11.014  -9.298  0.396111  0.928277 352.449036 -00.602869 Sloan
SDSS21563          11.151          0.216423  0.982648 039.093391 +00.799418 Sloan
SDSS21577          10.663  -9.662  0.235896  0.850025 029.055265 -00.531766 Sloan
SDSS21589          10.644  -9.998  0.689127  0.396173 023.576199 -00.022225 Sloan
SDSS2162           11.011          1.061813  0.624894 015.442513 -00.133581 Sloan
SDSS21648          10.824          0.237001  0.764795 032.079071 +00.423765 Sloan
SDSS2181           10.486  -9.929  0.116944  0.869504 020.163042 -00.007581 Sloan
SDSS21885          11.269          0.002584  0.920620 346.113586 +00.318410 Sloan
SDSS21888          10.396 -10.660  1.049161  0.822143 018.928637 +00.235536 Sloan
SDSS22006          11.380 -10.660  0.164748  0.893680 048.782848 -00.962532 Sloan
SDSS2235           10.705  -9.755  1.605198  0.904375 018.885868 -00.924875 Sloan
SDSS2280           10.355  -9.707  1.016919  0.865044 341.489136 +00.281328 Sloan
SDSS2290           11.164  -9.998  0.528267  0.938487 012.377670 +00.265186 Sloan
SDSS2319            8.940  -9.692  0.567572  0.990173 055.465538 +00.345720 Sloan
SDSS2347           11.673 -10.619  0.276843  0.734637 324.851685 -00.505714 Sloan
SDSS2532           11.278 -10.070  0.776615  0.928303 027.747513 -00.234175 Sloan
SDSS2630           10.816          0.468140  0.810700 035.259308 -01.119978 Sloan
SDSS2632           10.501  -9.779  3.359181  0.929473 045.590221 -01.226034 Sloan
SDSS2639           10.992 -10.855  0.307665  0.887219 330.464142 +00.664574 Sloan
SDSS2766           11.230          1.209007  0.753910 052.711136 -00.618833 Sloan
SDSS2784           10.297  -9.347  1.054113  0.826558 028.075428 -00.041606 Sloan
SDSS2799           10.971  -9.331  0.319856  0.899721 030.259115 +00.347124 Sloan
SDSS2808           10.795          1.017429  0.890751 051.459473 +00.292228 Sloan
SDSS2855            9.949          0.781535  0.902825 016.175241 -00.356352 Sloan
SDSS2871           11.165          0.169626  0.826296 009.347750 -01.086650 Sloan
SDSS3150            9.928  -9.382  0.343731  0.960643 334.512177 -00.631616 Sloan
SDSS3161           10.733 -10.700  0.227268  0.843913 318.743652 +01.136730 Sloan
SDSS3175            9.404  -9.450  0.186789  0.631690 044.617329 -00.970524 Sloan
SDSS3195           11.100          0.560707  0.866526 008.668391 +00.244315 Sloan
SDSS3206           10.677  -9.707  0.771872  0.869332 013.577491 +00.418257 Sloan
SDSS3225           11.129  -9.998  0.925926  0.989357 023.381372 +00.311288 Sloan
SDSS3368            9.511  -9.616  0.413843  0.621855 044.455967 +01.230858 Sloan
SDSS3426           10.932  -9.829  0.397558  0.810268 341.899750 +00.615378 Sloan
SDSS3488           10.157          0.127005  0.889470 313.555206 -01.010337 Sloan
SDSS3508           10.065  -9.577  0.201356  0.626122 015.823817 -00.179008 Sloan
SDSS3535           10.433 -10.033  1.185323  0.454569 044.117222 -00.133476 Sloan
SDSS3565           11.637 -10.700  3.676704  0.811792 002.587709 +00.709310 Sloan
SDSS3593           10.976 -10.700  0.244320  0.889456 019.616556 +00.732319 Sloan
SDSS3780           10.379  -9.560  0.517852  0.918135 005.543137 +00.541233 Sloan
SDSS3811           11.747 -10.660  0.166718  0.910428 013.704592 +00.429618 Sloan
SDSS3825           11.044  -9.779  0.280332  0.818718 017.470449 +00.605353 Sloan
SDSS3881           11.373  -9.657  2.748151  0.895778 351.881683 -00.441744 Sloan
SDSS3887           11.067 -10.033  0.816761  0.686036 010.943247 +00.074282 Sloan
SDSS3945           10.194          2.218358  0.743100 346.009155 -00.282999 Sloan
SDSS3959            9.738 -10.146  0.266750  0.626490 045.097855 +00.511908 Sloan
SDSS3975           10.697  -9.433  1.336374  0.928599 029.821054 +00.203707 Sloan
SDSS3983            9.492  -9.382  1.317304  0.784059 007.275879 -00.256557 Sloan
SDSS4019           10.960  -9.719  1.752545  0.904427 001.261794 +01.145411 Sloan
SDSS4035           12.024 -10.619  0.604491  0.868315 021.467310 +01.047585 Sloan
SDSS4048           10.617  -9.929  1.914417  0.928962 005.915193 +00.783434 Sloan
SDSS4059           10.178  -9.755  0.642187  0.965319 054.650002 +00.145867 Sloan
SDSS4079           10.333  -9.707  0.396604  0.594589 029.206696 +00.754145 Sloan
SDSS4110           10.165 -10.619  1.333553  0.790399 001.658372 -01.196781 Sloan
SDSS4181           10.534  -9.732  1.012226  0.885859 037.817799 -01.130938 Sloan
SDSS4206           10.924 -10.033  0.149679  0.659191 354.577179 -00.486469 Sloan
SDSS4236           10.566  -9.929  1.528200  0.955979 001.905721 -01.018340 Sloan
SDSS4307            9.392  -9.699  0.068354  0.822638 029.962536 +00.949685 Sloan
SDSS4311           10.352  -9.677  0.749839  0.930001 032.130970 +01.019964 Sloan
SDSS4313           10.683  -9.398  0.172710  0.964198 036.150360 +01.034800 Sloan
SDSS4417           10.508  -9.560  1.194721  0.744151 010.198165 -00.429053 Sloan
SDSS4530           11.065          0.075649  0.811822 048.961990 -00.465687 Sloan
SDSS4547           10.995  -9.896  0.215723  0.928298 024.084579 +00.313876 Sloan
SDSS4572           10.887          0.268653  0.821829 036.268543 +00.396120 Sloan
SDSS4578           11.287  -9.963  0.132318  0.860784 038.596668 +00.311389 Sloan
SDSS4639           11.158 -10.619  0.002838  0.857847 029.357620 -00.757282 Sloan
SDSS4676           10.221  -9.804  0.342281  0.758079 018.823689 +00.788205 Sloan
SDSS4682            9.962  -9.314  1.138482  0.831473 021.550665 +00.810969 Sloan
SDSS4737           10.088  -9.503  0.070612  0.799414 029.245537 -00.938385 Sloan
SDSS4757            9.675  -9.382  0.033730  0.912697 034.146751 -01.015675 Sloan
SDSS4779           10.420  -9.596  0.751015  0.796615 018.948866 +00.263596 Sloan
SDSS4969           10.888  -9.755  0.261413  0.730136 346.367615 -00.471732 Sloan
SDSS4978            9.878  -9.503  0.199802  0.744146 350.660461 -00.429112 Sloan
SDSS5199            9.353  -9.521  0.413160  0.841955 348.792450 -00.994870 Sloan
SDSS5230           10.797  -9.639  1.069171  0.829806 334.792603 +00.838654 Sloan
SDSS5340           11.032 -10.817  0.064966  0.760596 307.021301 -00.273032 Sloan
SDSS5378           11.185          0.479568  0.809846 037.736862 -01.252140 Sloan
SDSS5473           11.323  -9.998  0.359349  0.797520 354.736664 +00.383498 Sloan
SDSS5486           10.365  -9.779  0.995521  0.466583 333.248047 -00.412015 Sloan
SDSS5590           10.306  -9.639  0.101323  0.902610 356.672668 -00.872788 Sloan
SDSS5776           11.148          0.413352  0.870668 328.513580 -00.308387 Sloan
SDSS5890           10.547  -9.633  1.652447  0.818797 332.515625 +00.609202 Sloan
SDSS5897           10.339  -9.732  0.902449  0.772866 038.163887 -00.803954 Sloan
SDSS5909           10.461  -9.755  0.643369  0.913684 017.485146 -01.194140 Sloan
SDSS5917            9.287  -9.652  2.634150  0.822432 006.036908 -00.255065 Sloan
SDSS5925           10.842          0.543957  0.954943 026.162468 -01.146017 Sloan
SDSS5959           10.960  -9.804  0.469629  0.663637 038.059853 -00.308109 Sloan
SDSS5963           10.272  -9.779  0.770278  0.579904 011.081015 +00.479484 Sloan
SDSS5978            9.382  -9.503  0.276329  0.975740 026.162395 +00.921880 Sloan
SDSS5993           11.118          0.409050  0.506346 029.682430 +00.049065 Sloan
SDSS6120           10.871  -9.864  1.257312  0.728712 333.143402 -00.057328 Sloan
SDSS6121           10.506          0.801549  0.928022 027.002605 +00.304289 Sloan
SDSS6225            9.081  -9.347  0.405772  0.637341 000.287535 -01.000336 Sloan
SDSS6275           10.931 -10.070  0.051993  0.929187 034.589794 +00.029996 Sloan
SDSS6326           11.111  -9.698  1.435854  0.613155 312.014282 -00.809628 Sloan
SDSS6431           11.103          0.136231  0.795148 007.508524 -00.703729 Sloan
SDSS6479           10.249  -9.521  0.035673  0.909963 320.407318 +00.583584 Sloan
SDSS6491           10.835  -9.692  4.218158  0.635947 016.648952 +00.542590 Sloan
SDSS6496           10.781  -9.963  0.459830  0.882841 311.066315 +00.052029 Sloan
SDSS6530           10.427 -10.070  0.185899  0.977379 014.329185 +00.021384 Sloan
SDSS6535           10.556  -9.699  0.018954  0.962154 325.249084 +00.053254 Sloan
SDSS6556           11.070  -9.804  1.182329  0.896959 007.015149 -01.074109 Sloan
SDSS6560           10.124  -9.755  0.917413  0.865769 321.446625 +00.849779 Sloan
SDSS6638           10.982          2.498119  0.648855 045.038200 -01.236365 Sloan
SDSS6683           11.579          0.375942  0.900918 327.214294 +00.612598 Sloan
SDSS6687           10.255  -9.539  1.421002  0.740408 328.330719 +00.477004 Sloan
SDSS6709           11.199  -9.699  0.988929  0.680906 353.992859 +00.613665 Sloan
SDSS6714            9.265  -9.298  1.135169  0.742061 357.359985 +00.631861 Sloan
SDSS6743           10.841  -9.657  0.220803  0.909987 340.864288 -00.366675 Sloan
SDSS6807           10.753  -9.382  0.340868  0.898450 338.069092 -01.145557 Sloan
SDSS6816            9.195  -9.347  0.717673  0.804316 034.520535 +00.112114 Sloan
SDSS6831           10.384  -9.742  1.063359  0.941590 035.011189 +00.721525 Sloan
SDSS6851           11.143          0.585176  0.937873 052.104542 -00.048530 Sloan
SDSS6895           11.100  -9.468  0.145074  0.891460 330.192902 +00.928242 Sloan
SDSS6896           11.107  -9.450  0.184675  0.930114 330.253723 +01.016841 Sloan
SDSS6903           11.385          0.171748  0.692375 335.443542 +00.971762 Sloan
SDSS6914           10.531  -9.331  1.274445  0.912002 317.239563 -00.780705 Sloan
SDSS703             9.967  -9.382  0.231648  0.922328 336.217896 +00.650723 Sloan
SDSS7051           11.397          0.220509  0.938585 358.542023 +00.025026 Sloan
SDSS7092           10.777          0.624203  0.713232 316.280487 +01.220476 Sloan
SDSS7121            9.806  -9.804  0.165391  0.669534 316.320587 -00.060903 Sloan
SDSS7194           11.353  -9.639  1.249478  0.640328 037.161289 -00.469452 Sloan
SDSS7195           11.102  -9.998  0.243303  0.724418 037.243660 -00.533657 Sloan
SDSS7258           11.268          0.839160  0.931319 321.229980 -00.998962 Sloan
SDSS735            10.717          0.888918  0.789578 007.963306 +00.801202 Sloan
SDSS7365           10.362  -9.639  0.193824  0.824528 352.317261 +00.579890 Sloan
SDSS7373           10.683  -9.779  0.810669  0.959362 352.804840 +00.588294 Sloan
SDSS7444           10.020  -9.779  0.063259  0.641040 027.702923 +00.429841 Sloan
SDSS7457           10.921          0.017656  0.807087 350.903168 -00.372175 Sloan
SDSS7479           11.331 -10.779  0.078590  0.864096 007.225851 -00.409471 Sloan
SDSS7499            9.304  -9.347  0.633993  0.996344 019.855942 -00.235874 Sloan
SDSS7502           11.105          0.324442  0.722680 023.134970 -00.368716 Sloan
SDSS7527           10.270  -9.779  1.114612  0.918993 335.256439 -01.204103 Sloan
SDSS7600           10.960          0.690177  0.739729 347.613525 -01.107456 Sloan
SDSS7644            9.929  -9.486  0.148413  0.890075 353.935059 +00.868331 Sloan
SDSS7647            9.760  -9.595  2.126031  0.908510 358.383087 +01.042039 Sloan
SDSS7656           10.854  -9.896  0.908031  0.874229 007.754910 +01.010767 Sloan
SDSS7663           10.037  -9.298  3.347808  0.623697 013.190850 +00.925437 Sloan
SDSS7680           11.225          0.103669  0.876707 028.385056 +00.982547 Sloan
SDSS7699            9.651  -9.638  0.283015  0.868506 006.238678 -01.215690 Sloan
SDSS7701           10.210  -9.618  1.675331  0.964930 006.516968 -01.228781 Sloan
SDSS7717           10.184          0.787139  0.855776 014.440578 -01.232519 Sloan
SDSS7721           11.110  -9.657  0.150396  0.515729 020.241055 -01.118138 Sloan
SDSS779            10.013  -9.486  0.003099  0.894033 026.673767 -01.020637 Sloan
SDSS7802           10.936          2.159732  0.735928 345.576019 +00.729246 Sloan
SDSS7824           11.075  -9.576  0.306824  0.769806 348.813080 -00.080785 Sloan
SDSS7841           11.262  -9.707  0.369269  0.513542 010.311982 -00.051393 Sloan
SDSS7857           10.063  -9.639  0.124285  0.846779 335.278015 +01.185148 Sloan
SDSS7882            9.790  -9.657  0.256590  0.954760 017.054274 +00.173287 Sloan
SDSS7884           10.901          0.239110  0.897483 021.767445 +00.123470 Sloan
SDSS7919           10.716  -9.755  0.476509  0.848882 028.739658 -00.972568 Sloan
SDSS7954           11.048  -9.804  0.301053  0.940893 332.677002 +00.347788 Sloan
SDSS8004           11.354          0.437804  0.942722 347.528503 -00.558036 Sloan
SDSS8062            9.932  -9.185  5.277239  0.697021 347.977020 +00.077084 Sloan
SDSS8114           11.249 -10.700  0.454209  0.620176 352.216644 +00.228442 Sloan
SDSS8128            9.967  -9.281  0.517681  0.885039 008.159358 -00.822978 Sloan
SDSS8138           11.122          0.944652  0.883554 011.466677 +00.378146 Sloan
SDSS8160           11.158          0.366922  0.891215 033.765141 -01.100470 Sloan
SDSS8195           11.538 -10.740  0.171795  0.867620 331.006439 -00.895585 Sloan
SDSS8216           10.463  -9.486  0.244917  0.462571 331.269501 -00.052210 Sloan
SDSS822            10.521 -10.817  0.035953  0.895561 040.560772 -00.862112 Sloan
SDSS8254            9.520  -9.521  0.540625  0.929911 351.163879 +00.819863 Sloan
SDSS8264            9.498  -9.698  0.299003  0.729621 357.539398 +00.820075 Sloan
SDSS8276            9.639  -9.298  0.642995  0.693693 046.922482 +01.254025 Sloan
SDSS8280           10.169  -9.486  1.037692  0.901748 008.573801 +00.796028 Sloan
SDSS8307           11.817 -10.660  2.003253  0.866953 036.604515 +00.790705 Sloan
SDSS841            10.210  -9.699  0.781234  0.955784 048.496033 -01.009997 Sloan
SDSS8421           10.994          0.183806  0.993824 014.517962 -00.934071 Sloan
SDSS8555            9.915  -9.468  0.648318  0.988267 002.915522 -00.414887 Sloan
SDSS859             9.712  -9.755  0.348650  0.888983 350.551636 +00.386689 Sloan
SDSS8600            9.443  -9.314  1.452520  0.681973 044.270760 -00.092432 Sloan
SDSS8651            9.754  -9.521  0.483935  0.833113 028.748981 -00.522842 Sloan
SDSS8662           11.026  -9.618  2.695994  0.946369 037.444065 -00.481932 Sloan
SDSS8675           11.384  -9.684  0.216388  0.991032 011.122484 +00.421208 Sloan
SDSS8700           10.011  -9.619  0.693683  0.904334 035.109695 +00.227144 Sloan
SDSS8730            9.673  -9.539  0.571405  0.980348 032.274532 -00.680307 Sloan
SDSS8742            9.754  -9.503  0.571816  0.820710 011.239533 +00.437216 Sloan
SDSS8793           11.191          0.073693  0.963784 011.937743 -00.564585 Sloan
SDSS893            10.885  -9.784  1.559280  0.408401 005.494213 -00.131723 Sloan
SDSS9020           10.206  -9.684  0.722909  0.807262 347.114777 -00.920122 Sloan
SDSS911            10.090  -9.742  0.703872  0.362763 038.690811 -00.115613 Sloan
SDSS9133           10.431  -9.755  0.950710  0.860208 016.642492 +00.460889 Sloan
SDSS9155           10.657 -10.700  1.264181  0.938171 327.354431 -00.784698 Sloan
SDSS932            10.873 -10.619  0.117398  0.972076 028.382326 -00.575549 Sloan
SDSS9324           11.417          0.339999  0.791046 343.823120 +00.806499 Sloan
SDSS9326           11.032 -10.740  0.754470  0.832060 344.316254 +00.628455 Sloan
SDSS9334           10.602  -9.560  3.039089  0.860515 346.993073 +00.841734 Sloan
SDSS9557           10.486  -9.732  0.486785  0.861454 030.049776 +00.025407 Sloan
SDSS9558           10.876  -9.416  1.383291  0.948963 015.984955 +00.381333 Sloan
SDSS9594           11.071  -9.616  0.275293  0.955084 017.714281 +00.121680 Sloan
SDSS9633           11.197  -9.486  0.431409  0.563436 033.918289 +01.095241 Sloan
SDSS9740           11.098 -10.817  0.217567  0.597996 323.897034 -01.028552 Sloan
SDSS9817           10.512  -9.698  0.373383  0.721692 005.037966 +00.598203 Sloan
SDSS986            10.323  -9.755  0.645533  0.741352 352.812164 +01.141782 Sloan
SDSS9954            9.830  -9.692  1.136629  0.937446 006.584085 -00.425429 Sloan
SDSS9962           10.842  -9.707  1.072141  0.815727 351.292206 -00.308507 Sloan
SNLS03D1du          9.749  -9.534  0.073905  0.873372 036.249359 -04.310609 Sloan
SNLS03D4cd         10.993          0.264064  0.943134 334.326752 -18.024059 Sloan
SNLS03D4dp         10.008  -9.473  0.039556  0.722713 333.912659 -17.281219 Sloan
SNLS03D4gi         10.483  -9.575  0.174589  0.893658 334.286194 -18.212875 Sloan
SNLS03D4gt         10.742          0.182657  0.856411 334.371582 -17.655235 Sloan
SNLS03D4hd         11.302  -9.452  0.170997  0.893964 333.914246 -17.893742 Sloan
SNLS04D1fh         11.265 -10.337  0.428858  0.816180 036.747387 -04.495152 Sloan
SNLS04D1hb          9.408  -8.976  1.072271  0.767799 036.584270 -04.129322 Sloan
SNLS04D1kw          9.014  -8.906  0.156479  0.820576 036.291508 -04.253836 Sloan
SNLS04D1oa         11.094  -9.412  1.058353  0.820266 036.298756 -04.180295 Sloan
SNLS04D1ot         10.154  -8.841  0.779267  0.893264 036.593342 -04.520232 Sloan
SNLS04D1pv         10.520  -9.347  1.576221  0.891077 036.135056 -04.405550 Sloan
SNLS04D1qs         10.681  -8.976  0.274180  0.814362 036.436783 -04.401423 Sloan
SNLS04D1sf         10.832  -9.513  0.417740  0.536851 036.483864 -04.512540 Sloan
SNLS04D1sw         10.044  -9.534  0.173619  0.671262 036.685493 -04.277525 Sloan
SNLS04D2hj         10.527  -8.920  0.537113  0.799980 150.451935 +02.029092 Sloan
SNLS04D2iz         11.037  -9.618  0.551086  0.970582 150.158188 +01.713459 Sloan
SNLS04D2lu          9.635  -9.633  0.152610  0.826454 150.289474 +02.537342 Sloan
SNLS04D2lx         11.321          0.228343  0.719739 150.321518 +01.714172 Sloan
SNLS04D3is          8.599  -9.382  3.321831  0.876744 214.216385 +52.812637 Sloan
SNLS04D3lx         11.354  -9.552  0.129060  0.721612 214.554108 +52.702904 Sloan
SNLS04D3ni         10.694          0.196800  0.805534 214.236664 +52.329659 Sloan
SNLS04D4cm         10.404  -9.619  0.151069  0.913845 333.369904 -18.061279 Sloan
SNLS04D4ev          9.438  -8.948  0.283515  0.832881 333.793671 -18.099464 Sloan
SNLS04D4fo         11.053          0.046721  0.893163 333.696259 -17.421158 Sloan
SNLS04D4kb         10.111  -9.384  0.563824  0.855878 334.317810 -17.643896 Sloan
SNLS04D4lb         11.297          0.122600  0.827630 333.748047 -18.029507 Sloan
SNLS04D4ms         10.665          0.193377  0.941940 334.055786 -17.888800 Sloan
SNLS04D4mx         11.517  -9.410  1.119047  0.630782 334.125641 -18.061409 Sloan
SNLS05D1cs         11.161          0.219300  0.861439 036.817219 -04.183370 Sloan
SNLS05D1da         11.228  -9.331  0.046885  0.898753 036.602261 -04.437558 Sloan
SNLS05D1di         11.051  -9.153  0.122631  0.807786 036.285255 -04.235229 Sloan
SNLS05D1fa         10.984          0.123290  0.922753 036.520031 -04.243596 Sloan
SNLS05D1lj          9.242  -8.867  0.723497  0.797548 036.467216 -04.161113 Sloan
SNLS05D1lo         11.641  -9.452  0.056537  0.837587 036.476536 -04.334655 Sloan
SNLS05D2cu         11.007  -8.948  1.793718  0.716476 150.514938 +01.980368 Sloan
SNLS05D2et         11.007          0.113400  0.923852 149.900970 +01.947465 Sloan
SNLS05D2fi         10.156  -9.347  0.279347  0.714117 149.820068 +02.238662 Sloan
SNLS05D2fk         10.993  -9.534  0.201047  0.720945 150.447632 +01.880226 Sloan
SNLS05D2if         10.336  -9.169  1.314297  0.578019 150.493271 +02.353260 Sloan
SNLS05D2ki         10.973  -9.492  1.957487  0.916486 150.005264 +01.737348 Sloan
SNLS05D2nc          9.848  -9.492  2.153532  0.844058 149.915955 +02.381035 Sloan
SNLS05D3aa          9.675  -9.575  0.638286  0.755281 215.286987 +53.033321 Sloan
SNLS05D3ai         10.679          0.333886  0.749987 215.373734 +53.073986 Sloan
SNLS05D3ch         10.787  -9.707  0.000000  0.946779 214.790314 +52.793335 Sloan
SNLS05D3jz         11.293  -9.657  0.387772  0.629914 215.097794 +52.947567 Sloan
SNLS05D3li         11.097  -9.534  0.250122  0.768032 214.677063 +52.755657 Sloan
SNLS05D3nd         10.998          0.054187  0.794578 214.749588 +52.847767 Sloan
SNLS05D4dd         10.850  -9.473  0.486795  0.788326 334.071899 -17.375505 Sloan
SNLS05D4de         11.156          0.100026  0.912796 333.943237 -17.463814 Sloan
SNLS05D4eq         10.182  -9.527  0.695615  0.919197 333.532349 -17.876545 Sloan
SNLS05D4er         10.716  -9.185  0.261330  0.874151 334.017120 -17.566723 Sloan
SNLS05D4fc         10.208  -8.698  1.202065  0.819420 334.220825 -17.687220 Sloan
SNLS05D4fp         10.071  -8.758  0.169925  0.803359 333.635651 -17.408337 Sloan
SNLS05D4jp         10.117  -9.452  0.244122  0.874798 333.434570 -17.831959 Sloan
SNLS05D4jw         10.636          0.068993  0.889044 334.309204 -17.919043 Sloan
SNLS05D4lb         11.318          0.265529  0.602433 333.475616 -17.411131 Sloan
SNLS06D2en         11.314          0.130335  0.872608 150.594147 +02.194936 Sloan
SNLS06D3gm          9.745  -9.504  0.865291  0.753253 214.415497 +52.570206 Sloan
SNLS06D4cd         10.462  -9.331  0.291130  0.524248 334.163422 -18.001024 Sloan
SNLS06D4cm          9.811  -8.854  0.211380  0.750669 333.815643 -17.303249 Sloan
SNLS06D4dp         10.039  -8.646  0.282541  0.710303 333.646851 -17.294115 Sloan
SNLS06D4ee         10.602  -9.596  0.402814  0.552067 333.372223 -17.929790 Sloan
SNLS06D4gp         10.306  -9.093  0.316322  0.923846 333.971893 -17.791668 Sloan
SNLS06D4gq         11.062  -8.880  0.353029  0.735686 333.601349 -17.401911 Sloan
SNLSD1I10rb5-1718  11.604 -10.977  0.141823  0.650956 036.775589 -04.524562 Sloan
SNLSD1I24rb5-1365   9.988  -8.948  0.343071  0.889436 036.308689 -04.283347 Sloan
SNLSD1I34rb5-306   11.140          1.332232  0.758328 036.175453 -04.217922 Sloan
SNLSD1I34rb5-990   11.311 -10.977  0.424840  0.960693 036.118778 -04.143941 Sloan
SNLSD2I19rb5-269   11.231  -9.698  0.664127  0.424458 150.487152 +02.230750 Sloan
SNLSD2I20rb5-2031  11.202          0.092816  0.738576 150.310333 +02.419174 Sloan
SNLSD2I21rb5-1321   9.876  -8.906  0.228324  0.804638 150.278854 +02.430978 Sloan
SNLSD2I26rb5-188   11.543  -9.604  0.535547  0.768071 149.675278 +02.257639 Sloan
SNLSD3I06rb5-1293  11.745 -10.674  0.136370  0.883855 214.428116 +52.415432 Sloan
SNLSD3I29rb5-423   11.208 -10.674  0.131803  0.868612 215.173248 +53.019913 Sloan
SNLSD3I30rb5-9     11.023          0.501893  0.906740 215.095016 +52.932415 Sloan
SNLSD4I00rb5-16355 10.000  -9.153  0.045750  0.761449 334.358490 -18.029135 Sloan
SNLSD4I01rb5-142   11.024 -10.099  0.323498  0.755272 334.197754 -18.204353 Sloan
SNLSD4I01rb5-2078  10.245  -9.534  1.311504  0.752991 334.218323 -18.037106 Sloan
SNLSD4I02rb5-408   11.170          0.919167  0.880060 334.060669 -18.150196 Sloan
SNLSD4I02rb5-844    9.770  -9.063  0.134790  0.907076 334.090759 -18.067961 Sloan
SNLSD4I07rb5-1090   8.314  -9.032  0.230336  0.851938 333.486633 -18.017336 Sloan
SNLSD4I09rb5-407    9.760  -9.264  0.351447  0.750594 334.394897 -17.948603 Sloan
SNLSD4I12rb5-3264  11.400 -10.977  0.061166  0.756331 333.975037 -17.735744 Sloan
SNLSD4I13rb5-2205  10.197  -9.513  0.294384  0.673053 333.932098 -17.809858 Sloan
SNLSD4I20rb5-1081  10.178  -9.414  0.570801  0.923052 334.159210 -17.614151 Sloan
SNLSD4I21rb5-102    9.662  -9.078  0.351111  0.850869 333.956940 -17.725414 Sloan
SNLSD4I24rb5-1198   9.985  -8.633  0.213328  0.895935 333.698883 -17.605347 Sloan
SNLSD4I25rb5-574   11.585 -10.977  0.997033  0.910581 333.514618 -17.632460 Sloan
SNLSD4I27rb5-646   11.724 -10.674  0.021832  0.827256 334.295013 -17.402241 Sloan
SNLSD4I27rb5-881   10.440  -9.527  0.722367  0.769403 334.307159 -17.373545 Sloan
SNLSD4I28rb5-2463  10.760 -10.674  0.910837  0.950014 334.242554 -17.309189 Sloan
